bin_low,bin_high,n,mean_predicted,actual_frequency,gap,group,horizon_days,model,calibration
0.75,0.875,9,0.83,0.778,0.052,SECTOR,22,XGBoost,raw
0.875,1.0,2,0.886,1.0,0.114,SECTOR,22,XGBoost,raw
0.375,0.5,76,0.481,0.737,0.256,SECTOR,22,XGBoost,Platt
0.5,0.625,49,0.517,0.653,0.136,SECTOR,22,XGBoost,Platt
0.0,0.125,1,0.0,1.0,1.0,SECTOR,22,XGBoost,isotonic
0.125,0.25,1,0.238,1.0,0.762,SECTOR,22,XGBoost,isotonic
0.375,0.5,123,0.492,0.699,0.207,SECTOR,22,XGBoost,isotonic
0.25,0.375,3,0.35,1.0,0.65,SECTOR,22,Logistic,raw
0.375,0.5,22,0.438,0.818,0.381,SECTOR,22,Logistic,raw
0.5,0.625,67,0.564,0.463,0.102,SECTOR,22,Logistic,raw
0.625,0.75,22,0.662,0.864,0.202,SECTOR,22,Logistic,raw
0.375,0.5,2,0.499,1.0,0.501,SECTOR,22,Logistic,Platt
0.5,0.625,111,0.555,0.613,0.058,SECTOR,22,Logistic,Platt
0.625,0.75,1,0.626,1.0,0.374,SECTOR,22,Logistic,Platt
0.5,0.625,106,0.538,0.594,0.056,SECTOR,22,Logistic,isotonic
0.625,0.75,1,0.688,1.0,0.312,SECTOR,22,Logistic,isotonic
0.75,0.875,2,0.81,1.0,0.19,SECTOR,22,Logistic,isotonic
0.875,1.0,5,0.967,1.0,0.033,SECTOR,22,Logistic,isotonic
0.125,0.25,2,0.204,1.0,0.796,SECTOR,22,XGBoost,raw
0.25,0.375,13,0.315,1.0,0.685,SECTOR,22,XGBoost,raw
0.375,0.5,13,0.451,0.923,0.472,SECTOR,22,XGBoost,raw
0.5,0.625,20,0.563,0.85,0.287,SECTOR,22,XGBoost,raw
0.625,0.75,32,0.697,0.531,0.166,SECTOR,22,XGBoost,raw
0.75,0.875,34,0.81,0.294,0.515,SECTOR,22,XGBoost,raw
0.5,0.625,114,0.552,0.623,0.071,SECTOR,22,XGBoost,Platt
0.5,0.625,102,0.551,0.686,0.135,SECTOR,22,XGBoost,isotonic
0.625,0.75,1,0.658,0.0,0.658,SECTOR,22,XGBoost,isotonic
0.75,0.875,11,0.838,0.091,0.747,SECTOR,22,XGBoost,isotonic
0.375,0.5,1,0.497,1.0,0.503,SECTOR,22,Logistic,raw
0.5,0.625,42,0.582,0.667,0.084,SECTOR,22,Logistic,raw
0.625,0.75,81,0.673,0.741,0.068,SECTOR,22,Logistic,raw
0.375,0.5,69,0.456,0.754,0.297,SECTOR,22,Logistic,Platt
0.5,0.625,55,0.541,0.673,0.132,SECTOR,22,Logistic,Platt
0.5,0.625,75,0.553,0.72,0.167,SECTOR,22,Logistic,isotonic
0.625,0.75,9,0.688,0.778,0.09,SECTOR,22,Logistic,isotonic
0.75,0.875,6,0.857,0.833,0.024,SECTOR,22,Logistic,isotonic
0.875,1.0,34,0.937,0.676,0.261,SECTOR,22,Logistic,isotonic
0.25,0.375,7,0.318,0.571,0.253,SECTOR,22,XGBoost,raw
0.375,0.5,9,0.452,0.667,0.215,SECTOR,22,XGBoost,raw
0.5,0.625,21,0.584,0.714,0.13,SECTOR,22,XGBoost,raw
0.625,0.75,50,0.689,0.68,0.009,SECTOR,22,XGBoost,raw
0.75,0.875,37,0.786,0.811,0.025,SECTOR,22,XGBoost,raw
0.375,0.5,49,0.47,0.796,0.326,SECTOR,22,XGBoost,Platt
0.5,0.625,65,0.543,0.708,0.165,SECTOR,22,XGBoost,Platt
0.625,0.75,10,0.673,0.4,0.273,SECTOR,22,XGBoost,Platt
0.5,0.625,124,0.565,0.718,0.153,SECTOR,22,XGBoost,isotonic
